195 18915
1 2 14.0
1 3 20.22375
1 4 31.01612
1 5 44.01136
1 6 51.0
1 7 63.12686
1 8 72.1734
1 9 83.21658
1 10 91.08787
1 11 104.04326
1 12 112.01786
1 13 120.03749
1 14 20.0
1 15 23.32381
1 16 31.82766
1 17 37.20215
1 18 44.77723
1 19 51.66237
1 20 64.19502
1 21 73.76313
1 22 84.89994
1 23 93.38094
1 24 101.8332
1 25 111.62885
1 26 123.96774
1 27 36.0
1 28 36.05551
1 29 44.41846
1 30 53.41348
1 31 58.89822
1 32 61.29437
1 33 74.06079
1 34 78.79086
1 35 92.70383
1 36 102.31813
1 37 108.46197
1 38 117.34138
1 39 129.40247
1 40 63.07139
1 41 64.13267
1 42 65.55151
1 43 69.35416
1 44 71.21798
1 45 78.74643
1 46 84.29116
1 47 89.81091
1 48 97.63708
1 49 110.11358
1 50 116.72618
1 51 125.71794
1 52 134.23859
1 53 72.06247
1 54 83.60024
1 55 84.89994
1 56 79.62412
1 57 86.95401
1 58 96.89685
1 59 95.26804
1 60 109.71326
1 61 111.03603
1 62 123.16655
1 63 128.06248
1 64 139.4023
1 65 144.77914
1 66 102.0784
1 67 99.72462
1 68 102.18121
1 69 101.51355
1 70 107.7033
1 71 107.04205
1 72 117.13667
1 73 122.06556
1 74 126.1507
1 75 135.05925
1 76 142.83557
1 77 153.63919
1 78 156.6461
1 79 115.03912
1 80 113.86395
1 81 124.33825
1 82 118.40608
1 83 125.86501
1 84 130.38788
1 85 127.05904
1 86 136.7516
1 87 145.34442
1 88 148.6775
1 89 151.64432
1 90 163.37993
1 91 173.2426
1 92 140.05713
1 93 135.62448
1 94 142.55525
1 95 142.6359
1 96 148.08106
1 97 143.73587
1 98 155.0774
1 99 156.54073
1 100 164.98485
1 101 169.81166
1 102 171.81967
1 103 181.32016
1 104 184.04347
1 105 152.0
1 106 160.52726
1 107 154.57361
1 108 166.11141
1 109 162.26522
1 110 169.54056
1 111 167.50224
1 112 174.95714
1 113 181.5957
1 114 186.30083
1 115 186.93582
1 116 192.27584
1 117 198.82907
1 118 178.0
1 119 176.47946
1 120 184.31766
1 121 177.29072
1 122 181.68654
1 123 189.01058
1 124 190.70658
1 125 194.61757
1 126 194.16488
1 127 195.01026
1 128 207.38611
1 129 211.80415
1 130 219.93863
1 131 195.01026
1 132 201.35789
1 133 198.11613
1 134 204.21557
1 135 198.08079
1 136 205.18528
1 137 210.05237
1 138 212.22865
1 139 215.77998
1 140 217.0023
1 141 226.73773
1 142 224.00893
1 143 232.77672
1 144 217.02074
1 145 215.23243
1 146 224.18296
1 147 215.24405
1 148 218.68928
1 149 219.25556
1 150 226.24102
1 151 233.3838
1 152 233.62363
1 153 241.23225
1 154 238.87235
1 155 241.58849
1 156 250.79872
1 157 237.01899
1 158 234.30749
1 159 244.08605
1 160 235.91524
1 161 240.06666
1 162 246.22145
1 163 244.0082
1 164 245.204
1 165 251.44582
1 166 250.13996
1 167 264.07764
1 168 258.56527
1 169 270.12034
1 170 254.00787
1 171 262.32232
1 172 255.86324
1 173 256.26549
1 174 258.43568
1 175 259.06949
1 176 262.90873
1 177 262.77367
1 178 265.63132
1 179 274.85451
1 180 272.23703
1 181 282.57742
1 182 288.95847
1 183 275.02909
1 184 282.3473
1 185 275.72631
1 186 273.64941
1 187 278.88349
1 188 287.38302
1 189 283.32314
1 190 282.80028
1 191 293.28655
1 192 286.81876
1 193 296.71872
1 194 303.0594
1 195 304.40105
2 3 6.7082
2 4 17.02939
2 5 30.01666
2 6 37.0
2 7 49.16299
2 8 58.21512
2 9 69.26038
2 10 77.10383
2 11 90.04999
2 12 98.02041
2 13 106.04244
2 14 24.41311
2 15 20.09975
2 16 23.76973
2 17 27.20294
2 18 33.30165
2 19 38.27532
2 20 51.07837
2 21 60.40695
2 22 71.47027
2 23 79.62412
2 24 87.9659
2 25 97.86215
2 26 110.21797
2 27 38.62642
2 28 34.05877
2 29 39.05125
2 30 46.09772
2 31 49.0408
2 32 50.24938
2 33 63.03174
2 34 66.24198
2 35 80.06248
2 36 89.47067
2 37 95.70789
2 38 104.06248
2 39 116.05602
2 40 63.95311
2 41 63.03174
2 42 61.81424
2 43 63.89053
2 44 63.52952
2 45 70.49113
2 46 74.41102
2 47 79.20859
2 48 86.21485
2 49 98.85848
