40 780
1 2 2
 1 3 3
 1 4 4
 1 5 5
 1 6 6
 1 7 7
 1 8 8
 1 9 9
 1 10 10
 1 11 11
 1 12 12
 1 13 13
 1 14 14
 1 15 15
 1 16 16
 1 17 17
 1 18 18
 1 19 19
 1 20 20
 1 21 21
 1 22 22
 1 23 23
 1 24 24
 1 25 25
 1 26 26
 1 27 27
 1 28 28
 1 29 29
 1 30 30
 1 31 31
 1 32 32
 1 33 33
 1 34 34
 1 35 35
 1 36 36
 1 37 37
 1 38 38
 1 39 39
 1 40 40
 2 3 6
 2 4 8
 2 5 10
 2 6 12
 2 7 14
 2 8 16
 2 9 18
 2 10 20
 2 11 22
 2 12 24
 2 13 26
 2 14 28
 2 15 30
 2 16 32
 2 17 34
 2 18 36
 2 19 38
 2 20 40
 2 21 42
 2 22 44
 2 23 46
 2 24 48
 2 25 50
 2 26 52
 2 27 54
 2 28 56
 2 29 58
 2 30 60
 2 31 62
 2 32 64
 2 33 66
 2 34 68
 2 35 70
 2 36 72
 2 37 74
 2 38 76
 2 39 78
 2 40 80
 3 4 12
 3 5 15
 3 6 18
 3 7 21
 3 8 24
 3 9 27
 3 10 30
 3 11 33
 3 12 36
 3 13 39
 3 14 42
 3 15 45
 3 16 48
 3 17 51
 3 18 54
 3 19 57
 3 20 60
 3 21 63
 3 22 66
 3 23 69
 3 24 72
 3 25 75
 3 26 78
 3 27 81
 3 28 84
 3 29 87
 3 30 90
 3 31 93
 3 32 96
 3 33 99
 3 34 2
 3 35 5
 3 36 8
 3 37 11
 3 38 14
 3 39 17
 3 40 20
 4 5 20
 4 6 24
 4 7 28
 4 8 32
 4 9 36
 4 10 40
 4 11 44
 4 12 48
 4 13 52
 4 14 56
 4 15 60
 4 16 64
 4 17 68
 4 18 72
 4 19 76
 4 20 80
 4 21 84
 4 22 88
 4 23 92
 4 24 96
 4 25 0
 4 26 4
 4 27 8
 4 28 12
 4 29 16
 4 30 20
 4 31 24
 4 32 28
 4 33 32
 4 34 36
 4 35 40
 4 36 44
 4 37 48
 4 38 52
 4 39 56
 4 40 60
 5 6 30
 5 7 35
 5 8 40
 5 9 45
 5 10 50
 5 11 55
 5 12 60
 5 13 65
 5 14 70
 5 15 75
 5 16 80
 5 17 85
 5 18 90
 5 19 95
 5 20 0
 5 21 5
 5 22 10
 5 23 15
 5 24 20
 5 25 25
 5 26 30
 5 27 35
 5 28 40
 5 29 45
 5 30 50
 5 31 55
 5 32 60
 5 33 65
 5 34 70
 5 35 75
 5 36 80
 5 37 85
 5 38 90
 5 39 95
 5 40 0
 6 7 42
 6 8 48
 6 9 54
 6 10 60
 6 11 66
 6 12 72
 6 13 78
 6 14 84
 6 15 90
 6 16 96
 6 17 2
 6 18 8
 6 19 14
 6 20 20
 6 21 26
 6 22 32
 6 23 38
 6 24 44
 6 25 50
 6 26 56
 6 27 62
 6 28 68
 6 29 74
 6 30 80
 6 31 86
 6 32 92
 6 33 98
 6 34 4
 6 35 10
 6 36 16
 6 37 22
 6 38 28
 6 39 34
 6 40 40
 7 8 56
 7 9 63
 7 10 70
 7 11 77
 7 12 84
 7 13 91
 7 14 98
 7 15 5
 7 16 12
 7 17 19
 7 18 26
 7 19 33
 7 20 40
 7 21 47
 7 22 54
 7 23 61
 7 24 68
 7 25 75
 7 26 82
 7 27 89
 7 28 96
 7 29 3
 7 30 10
 7 31 17
 7 32 24
 7 33 31
 7 34 38
 7 35 45
 7 36 52
 7 37 59
 7 38 66
 7 39 73
 7 40 80
 8 9 72
 8 10 80
 8 11 88
 8 12 96
 8 13 4
 8 14 12
 8 15 20
 8 16 28
 8 17 36
 8 18 44
 8 19 52
 8 20 60
 8 21 68
 8 22 76
 8 23 84
 8 24 92
 8 25 0
 8 26 8
 8 27 16
 8 28 24
 8 29 32
 8 30 40
 8 31 48
 8 32 56
 8 33 64
 8 34 72
 8 35 80
 8 36 88
 8 37 96
 8 38 4
 8 39 12
 8 40 20
 9 10 90
 9 11 99
 9 12 8
 9 13 17
 9 14 26
 9 15 35
 9 16 44
 9 17 53
 9 18 62
 9 19 71
 9 20 80
 9 21 89
 9 22 98
 9 23 7
 9 24 16
 9 25 25
 9 26 34
 9 27 43
 9 28 52
 9 29 61
 9 30 70
 9 31 79
 9 32 88
 9 33 97
 9 34 6
 9 35 15
 9 36 24
 9 37 33
 9 38 42
 9 39 51
 9 40 60
 10 11 10
 10 12 20
 10 13 30
 10 14 40
 10 15 50
 10 16 60
 10 17 70
 10 18 80
 10 19 90
 10 20 0
 10 21 10
 10 22 20
 10 23 30
 10 24 40
 10 25 50
 10 26 60
 10 27 70
 10 28 80
 10 29 90
 10 30 0
 10 31 10
 10 32 20
 10 33 30
 10 34 40
 10 35 50
 10 36 60
 10 37 70
 10 38 80
 10 39 90
 10 40 0
 11 12 32
 11 13 43
 11 14 54
 11 15 65
 11 16 76
 11 17 87
 11 18 98
 11 19 9
 11 20 20
 11 21 31
 11 22 42
 11 23 53
 11 24 64
 11 25 75
 11 26 86
 11 27 97
 11 28 8
 11 29 19
 11 30 30
 11 31 41
 11 32 52
 11 33 63
 11 34 74
 11 35 85
 11 36 96
 11 37 7
 11 38 18
 11 39 29
 11 40 40
 12 13 56
 12 14 68
 12 15 80
 12 16 92
 12 17 4
 12 18 16
 12 19 28
 12 20 40
 12 21 52
 12 22 64
 12 23 76
 12 24 88
 12 25 0
 12 26 12
 12 27 24
 12 28 36
 12 29 48
 12 30 60
 12 31 72
 12 32 84
 12 33 96
 12 34 8
 12 35 20
 12 36 32
 12 37 44
 12 38 56
 12 39 68
 12 40 80
 13 14 82
 13 15 95
 13 16 8
 13 17 21
 13 18 34
 13 19 47
 13 20 60
 13 21 73
 13 22 86
 13 23 99
 13 24 12
 13 25 25
 13 26 38
 13 27 51
 13 28 64
 13 29 77
 13 30 90
 13 31 3
 13 32 16
 13 33 29
 13 34 42
 13 35 55
 13 36 68
 13 37 81
 13 38 94
 13 39 7
 13 40 20
 14 15 10
 14 16 24
 14 17 38
 14 18 52
 14 19 66
 14 20 80
 14 21 94
 14 22 8
 14 23 22
 14 24 36
 14 25 50
 14 26 64
 14 27 78
 14 28 92
