79 3081
1 2 2
 1 3 3
 1 4 4
 1 5 5
 1 6 6
 1 7 7
 1 8 8
 1 9 9
 1 10 10
 1 11 11
 1 12 12
 1 13 13
 1 14 14
 1 15 15
 1 16 16
 1 17 17
 1 18 18
 1 19 19
 1 20 20
 1 21 21
 1 22 22
 1 23 23
 1 24 24
 1 25 25
 1 26 26
 1 27 27
 1 28 28
 1 29 29
 1 30 30
 1 31 31
 1 32 32
 1 33 33
 1 34 34
 1 35 35
 1 36 36
 1 37 37
 1 38 38
 1 39 39
 1 40 40
 1 41 41
 1 42 42
 1 43 43
 1 44 44
 1 45 45
 1 46 46
 1 47 47
 1 48 48
 1 49 49
 1 50 50
 1 51 51
 1 52 52
 1 53 53
 1 54 54
 1 55 55
 1 56 56
 1 57 57
 1 58 58
 1 59 59
 1 60 60
 1 61 61
 1 62 62
 1 63 63
 1 64 64
 1 65 65
 1 66 66
 1 67 67
 1 68 68
 1 69 69
 1 70 70
 1 71 71
 1 72 72
 1 73 73
 1 74 74
 1 75 75
 1 76 76
 1 77 77
 1 78 78
 1 79 79
 2 3 6
 2 4 8
 2 5 10
 2 6 12
 2 7 14
 2 8 16
 2 9 18
 2 10 20
 2 11 22
 2 12 24
 2 13 26
 2 14 28
 2 15 30
 2 16 32
 2 17 34
 2 18 36
 2 19 38
 2 20 40
 2 21 42
 2 22 44
 2 23 46
 2 24 48
 2 25 50
 2 26 52
 2 27 54
 2 28 56
 2 29 58
 2 30 60
 2 31 62
 2 32 64
 2 33 66
 2 34 68
 2 35 70
 2 36 72
 2 37 74
 2 38 76
 2 39 78
 2 40 80
 2 41 82
 2 42 84
 2 43 86
 2 44 88
 2 45 90
 2 46 92
 2 47 94
 2 48 96
 2 49 98
 2 50 0
 2 51 2
 2 52 4
 2 53 6
 2 54 8
 2 55 10
 2 56 12
 2 57 14
 2 58 16
 2 59 18
 2 60 20
 2 61 22
 2 62 24
 2 63 26
 2 64 28
 2 65 30
 2 66 32
 2 67 34
 2 68 36
 2 69 38
 2 70 40
 2 71 42
 2 72 44
 2 73 46
 2 74 48
 2 75 50
 2 76 52
 2 77 54
 2 78 56
 2 79 58
 3 4 12
 3 5 15
 3 6 18
 3 7 21
 3 8 24
 3 9 27
 3 10 30
 3 11 33
 3 12 36
 3 13 39
 3 14 42
 3 15 45
 3 16 48
 3 17 51
 3 18 54
 3 19 57
 3 20 60
 3 21 63
 3 22 66
 3 23 69
 3 24 72
 3 25 75
 3 26 78
 3 27 81
 3 28 84
 3 29 87
 3 30 90
 3 31 93
 3 32 96
 3 33 99
 3 34 2
 3 35 5
 3 36 8
 3 37 11
 3 38 14
 3 39 17
 3 40 20
 3 41 23
 3 42 26
 3 43 29
 3 44 32
 3 45 35
 3 46 38
 3 47 41
 3 48 44
 3 49 47
 3 50 50
 3 51 53
 3 52 56
 3 53 59
 3 54 62
 3 55 65
 3 56 68
 3 57 71
 3 58 74
 3 59 77
 3 60 80
 3 61 83
 3 62 86
 3 63 89
 3 64 92
 3 65 95
 3 66 98
 3 67 1
 3 68 4
 3 69 7
 3 70 10
 3 71 13
 3 72 16
 3 73 19
 3 74 22
 3 75 25
 3 76 28
 3 77 31
 3 78 34
 3 79 37
 4 5 20
 4 6 24
 4 7 28
 4 8 32
 4 9 36
 4 10 40
 4 11 44
 4 12 48
 4 13 52
 4 14 56
 4 15 60
 4 16 64
 4 17 68
 4 18 72
 4 19 76
 4 20 80
 4 21 84
 4 22 88
 4 23 92
 4 24 96
 4 25 0
 4 26 4
 4 27 8
 4 28 12
 4 29 16
 4 30 20
 4 31 24
 4 32 28
 4 33 32
 4 34 36
 4 35 40
 4 36 44
 4 37 48
 4 38 52
 4 39 56
 4 40 60
 4 41 64
 4 42 68
 4 43 72
 4 44 76
 4 45 80
 4 46 84
 4 47 88
 4 48 92
 4 49 96
 4 50 0
 4 51 4
 4 52 8
 4 53 12
 4 54 16
 4 55 20
 4 56 24
 4 57 28
 4 58 32
 4 59 36
 4 60 40
 4 61 44
 4 62 48
 4 63 52
 4 64 56
 4 65 60
 4 66 64
 4 67 68
 4 68 72
 4 69 76
 4 70 80
 4 71 84
 4 72 88
 4 73 92
 4 74 96
 4 75 0
 4 76 4
 4 77 8
 4 78 12
 4 79 16
 5 6 30
 5 7 35
 5 8 40
 5 9 45
 5 10 50
 5 11 55
 5 12 60
 5 13 65
 5 14 70
 5 15 75
 5 16 80
 5 17 85
 5 18 90
 5 19 95
 5 20 0
 5 21 5
 5 22 10
 5 23 15
 5 24 20
 5 25 25
 5 26 30
 5 27 35
 5 28 40
 5 29 45
 5 30 50
 5 31 55
 5 32 60
 5 33 65
 5 34 70
 5 35 75
 5 36 80
 5 37 85
 5 38 90
 5 39 95
 5 40 0
 5 41 5
 5 42 10
 5 43 15
 5 44 20
 5 45 25
 5 46 30
 5 47 35
 5 48 40
 5 49 45
 5 50 50
 5 51 55
 5 52 60
 5 53 65
 5 54 70
 5 55 75
 5 56 80
 5 57 85
 5 58 90
 5 59 95
 5 60 0
 5 61 5
 5 62 10
 5 63 15
 5 64 20
 5 65 25
 5 66 30
 5 67 35
 5 68 40
 5 69 45
 5 70 50
 5 71 55
 5 72 60
 5 73 65
 5 74 70
 5 75 75
 5 76 80
 5 77 85
 5 78 90
 5 79 95
 6 7 42
 6 8 48
 6 9 54
 6 10 60
 6 11 66
 6 12 72
 6 13 78
 6 14 84
 6 15 90
 6 16 96
 6 17 2
 6 18 8
 6 19 14
 6 20 20
 6 21 26
 6 22 32
 6 23 38
 6 24 44
 6 25 50
 6 26 56
 6 27 62
 6 28 68
 6 29 74
 6 30 80
 6 31 86
 6 32 92
 6 33 98
 6 34 4
 6 35 10
 6 36 16
 6 37 22
 6 38 28
 6 39 34
 6 40 40
 6 41 46
 6 42 52
 6 43 58
 6 44 64
 6 45 70
 6 46 76
 6 47 82
 6 48 88
 6 49 94
 6 50 0
 6 51 6
 6 52 12
 6 53 18
 6 54 24
 6 55 30
 6 56 36
 6 57 42
 6 58 48
 6 59 54
 6 60 60
 6 61 66
 6 62 72
 6 63 78
 6 64 84
 6 65 90
 6 66 96
 6 67 2
 6 68 8
 6 69 14
