16 120
1 2 2
 1 3 3
 1 4 4
 1 5 5
 1 6 6
 1 7 7
 1 8 8
 1 9 9
 1 10 10
 1 11 11
 1 12 12
 1 13 13
 1 14 14
 1 15 15
 1 16 16
 2 3 6
 2 4 8
 2 5 10
 2 6 12
 2 7 14
 2 8 16
 2 9 18
 2 10 20
 2 11 22
 2 12 24
 2 13 26
 2 14 28
 2 15 30
 2 16 32
 3 4 12
 3 5 15
 3 6 18
 3 7 21
 3 8 24
 3 9 27
 3 10 30
 3 11 33
 3 12 36
 3 13 39
 3 14 42
 3 15 45
 3 16 48
 4 5 20
 4 6 24
 4 7 28
 4 8 32
 4 9 36
 4 10 40
 4 11 44
 4 12 48
 4 13 52
 4 14 56
 4 15 60
 4 16 64
 5 6 30
 5 7 35
 5 8 40
 5 9 45
 5 10 50
 5 11 55
 5 12 60
 5 13 65
 5 14 70
 5 15 75
 5 16 80
 6 7 42
 6 8 48
 6 9 54
 6 10 60
 6 11 66
 6 12 72
 6 13 78
 6 14 84
 6 15 90
 6 16 96
 7 8 56
 7 9 63
 7 10 70
 7 11 77
 7 12 84
 7 13 91
 7 14 98
 7 15 5
 7 16 12
 8 9 72
 8 10 80
 8 11 88
 8 12 96
 8 13 4
 8 14 12
 8 15 20
 8 16 28
 9 10 90
 9 11 99
 9 12 8
 9 13 17
 9 14 26
 9 15 35
 9 16 44
 10 11 10
 10 12 20
 10 13 30
 10 14 40
 10 15 50
 10 16 60
 11 12 32
 11 13 43
 11 14 54
 11 15 65
 11 16 76
 12 13 56
 12 14 68
 12 15 80
 12 16 92
 13 14 82
 13 15 95
 13 16 8
 14 15 10
 14 16 24
 15 16 40
 
